Datetime,Close,High,Low,Open,Volume,Ticker,Return,SMA_5,SMA_10,Volatility,Target
2025-05-07 16:00:00+00:00,150.07000732421875,151.68499755859375,149.77000427246094,150.9600067138672,8130087,GOOGL,-0.005886352708313614,152.49572143554687,157.31286010742187,0.013468549043454769,0
2025-05-07 16:15:00+00:00,148.55999755859375,150.13999938964844,148.5,150.0399932861328,7757951,GOOGL,-0.010062035662880331,151.28372192382812,155.7943603515625,0.013283479300514583,1
2025-05-07 16:30:00+00:00,149.08999633789062,149.3699951171875,147.83999633789062,148.5800018310547,7420901,GOOGL,0.0035675739634273285,150.35372009277344,154.37785949707032,0.013798240828824554,1
2025-05-07 16:45:00+00:00,150.0998992919922,150.1199951171875,149.0,149.07000732421875,6012793,GOOGL,0.006773780796216267,149.75570068359374,153.03535003662108,0.01432042758954421,1
2025-05-07 17:00:00+00:00,150.61000061035156,150.6300048828125,149.85000610351562,150.08999633789062,4348460,GOOGL,0.003398412129291817,149.68598022460938,151.72534942626953,0.014505451810314986,1
2025-05-07 17:15:00+00:00,151.1699981689453,151.17999267578125,150.30999755859375,150.60000610351562,3936286,GOOGL,0.003718196376896188,149.90597839355468,151.2008499145508,0.007313450674444232,0
2025-05-07 17:30:00+00:00,150.5679931640625,151.4199981689453,150.22000122070312,151.1699981689453,3281175,GOOGL,-0.003982304770620004,150.30757751464844,150.79564971923827,0.006754384882310453,1
2025-05-07 17:45:00+00:00,150.72999572753906,151.0850067138672,150.27999877929688,150.55239868164062,2473619,GOOGL,0.0010759429017563882,150.6355773925781,150.4946487426758,0.006752760061442839,0
2025-05-07 18:00:00+00:00,149.47000122070312,151.0,149.13119506835938,150.7100067138672,3373334,GOOGL,-0.008359281779013128,150.5095977783203,150.13264923095704,0.007028053484242993,1
2025-05-07 18:15:00+00:00,149.75,149.97000122070312,149.0399932861328,149.4499969482422,2499656,GOOGL,0.0018732774269762942,150.33759765625,150.01178894042968,0.005812523970121212,1
2025-05-07 18:30:00+00:00,149.7899932861328,149.9600067138672,149.32000732421875,149.73500061035156,2219396,GOOGL,0.00026706701925083287,150.0615966796875,149.9837875366211,0.005531785506526053,1
2025-05-07 18:45:00+00:00,150.10000610351562,150.16000366210938,148.85000610351562,149.8000030517578,3386754,GOOGL,0.0020696497181265094,149.96799926757814,150.13778839111328,0.004319503645567634,1
2025-05-07 19:00:00+00:00,150.36000061035156,150.69000244140625,149.88999938964844,150.10499572753906,2262514,GOOGL,0.001732141880504967,149.8940002441406,150.26478881835936,0.0042384143288073635,0
2025-05-07 19:15:00+00:00,149.8553009033203,150.5850067138672,149.83999633789062,150.35499572753906,2161212,GOOGL,-0.003356608838670727,149.97106018066407,150.24032897949218,0.003860840601088212,1
2025-05-07 19:30:00+00:00,150.75999450683594,151.42999267578125,149.72999572753906,149.83999633789062,3035156,GOOGL,0.006037114456827197,150.17305908203124,150.2553283691406,0.004205567853001357,1
2025-05-07 19:45:00+00:00,151.3300018310547,151.42999267578125,150.17999267578125,150.75,6173923,GOOGL,0.003780892444864792,150.48106079101564,150.27132873535157,0.0042115911074402405,1
2025-05-08 13:30:00+00:00,153.92999267578125,154.82000732421875,152.89999389648438,154.73500061035156,11474196,GOOGL,0.01718093446948621,151.24705810546874,150.60752868652344,0.006577391375384913,0
2025-05-08 13:45:00+00:00,153.4550018310547,154.3300018310547,153.22000122070312,153.94000244140625,3393954,GOOGL,-0.003085758899027735,151.86605834960938,150.880029296875,0.006786859073390835,1
