Date,Close,High,Low,Open,Volume
,MSFT,MSFT,MSFT,MSFT,MSFT
2024-04-29,398.470703125,402.50247113048255,395.4394554463583,401.4425169456961,19582100
2024-04-30,385.6720886230469,398.3815629989462,385.51361848485345,397.71784459298715,28781400
2024-05-01,391.2294006347656,397.9456989138246,386.64289629476144,388.92127488428895,23562500
2024-05-02,394.10211181640625,396.1724717048869,390.94208087323796,393.92381025223517,17709400
2024-05-03,402.8392639160156,403.32465048849417,398.0843437724287,398.50041099944804,17446700
2024-05-06,409.6546325683594,410.0409526402596,402.55198432258595,404.9195438147948,16996600
2024-05-07,405.4941101074219,410.7740499032866,405.2464589410717,410.7641341827589,20018200
2024-05-08,406.68280029296875,408.3569244004072,402.88876793839216,404.33507234714784,11792300
2024-05-09,408.44610595703125,408.8423417605904,405.2563578574711,406.71254786446275,14689700
2024-05-10,410.84332275390625,411.477324178815,407.9309429487919,409.0602466503411,13402300
2024-05-13,409.8329162597656,414.41942017019113,406.9601691065583,414.0826182503801,15440200
2024-05-14,412.6462707519531,413.56752582141957,407.68333177957805,408.1489171745,15109300
2024-05-15,419.8609313964844,420.58538800605515,414.095139906024,414.7203513205961,22239500
2024-05-16,417.786865234375,422.1831823578268,417.1517504572217,418.59069988294704,17530100
2024-05-17,417.01275634765625,419.7021586835379,414.84935049574557,419.32504512881616,15352200
2024-05-20,422.103759765625,423.52287221703216,416.79445965158396,417.01278697375295,16272100
2024-05-21,425.7756042480469,429.6756950854867,421.6174819616407,423.58239750259565,21453300
2024-05-22,427.24432373046875,429.1199579656232,423.8801327186548,426.8176027078419,18073700
2024-05-23,423.7510986328125,430.30088747906075,422.1831336543051,429.6756760944335,17211700
2024-05-24,426.8870849609375,427.7802311569624,421.180834455013,423.9396813142882,11855300
2024-05-28,427.04583740234375,427.5420330592199,423.35414050377034,426.3610849730244,15718000
2024-05-29,425.90460205078125,427.6611238088633,422.4510693064345,422.4510693064345,15517100
2024-05-30,411.51495361328125,421.07165731955763,411.08820229599854,421.07165731955763,28394500
2024-05-31,411.971435546875,413.5791047255822,401.43224401056676,413.5791047255822,47995300
2024-06-03,410.3736877441406,413.2615504010757,405.80871145548105,412.36840418309373,17484700
2024-06-04,412.904296875,413.27147684716857,406.56290129495756,409.2919776436919,14348900
2024-06-05,420.78387451171875,420.8533188907335,413.1325152430589,414.6310359031759,16988000
2024-06-06,421.28997802734375,422.07397569799485,417.3799535645987,420.7838790172518,14861300
2024-06-07,420.6250915527344,423.03659533238357,419.78155282449774,422.9572173477245,13621700
2024-06-10,424.6144714355469,424.82286513391676,420.66477334419267,421.4686078947135,13982900
2024-06-11,429.38787841796875,429.5268277427762,422.01441801832095,422.24267892962746,14551100
2024-06-12,437.7041320800781,440.0263242349242,429.9535579589742,432.00781534858527,22366200
2024-06-13,438.2201843261719,440.01644063600304,436.02700779586485,437.49575798146077,15960600
2024-06-14,439.2026672363281,439.7683376003339,433.39717151476515,434.94529966913103,13582000
2024-06-17,444.9585266113281,447.5089797746042,437.3667384679764,439.22250553797545,20790000
2024-06-18,442.9439697265625,446.7150751827561,441.50502038116036,446.28832386783046,17112500
2024-06-20,442.3088684082031,443.1325399619797,437.912551396736,442.9042790324355,19877400
2024-06-21,446.3578186035156,447.15171963768364,443.11270951249037,443.9760852156284,34187100
2024-06-24,444.2638854980469,449.3052206448714,443.0134626029418,446.37765380757656,15913700
2024-06-25,447.5188903808594,447.98531552571586,443.3508346061679,444.8394216277891,16413400
2024-06-26,448.71966552734375,450.1487114593878,444.7798707523325,445.5837053034348,16507000
2024-06-27,449.4044189453125,452.6991654227889,448.3326193512516,448.7395034299803,14806300
2024-06-28,443.5493469238281,451.9151991305475,443.0134470896372,449.6227774267188,28362300
2024-07-01,453.2549133300781,453.8900280472802,442.2691337894114,445.2463078469115,17662800
2024-07-02,455.7854919433594,456.0931308349297,449.6624240698802,449.75176594132466,13979800
2024-07-03,457.26416015625,457.5122579984809,454.39616484845857,454.70380374999445,9932800
2024-07-05,464.00250244140625,464.78650009669735,455.4778642825478,456.1129790053472,16000300
2024-07-08,462.6925354003906,464.14144858333964,460.9260800009118,463.00017429743497,12962300
2024-07-09,456.0435485839844,463.7742557192127,454.51525736098597,463.4467798855468,17207200
2024-07-10,462.7024841308594,462.91087784219644,455.36869724486377,457.71075666628917,18196100
2024-07-11,451.2403564453125,461.24364787201716,448.1142994819232,459.4573555661208,23111200
2024-07-12,450.0990905761719,452.8877078833818,447.22116168053736,450.8731546278995,16324300
2024-07-15,450.5060119628906,453.7809219031339,447.99526281806254,449.851029974842,14429400
2024-07-16,446.09979248046875,450.84342238707205,443.26156747821994,450.764044396858,17175700
2024-07-17,440.1454162597656,441.46531376189114,435.8384412822571,439.22249954002416,21778000
2024-07-18,437.0193786621094,441.2668124744543,431.0948010273652,440.95917357547034,20794800
2024-07-19,433.7841796875,437.7835460054657,428.7130742947466,429.80471086507333,20940400
2024-07-22,439.5698547363281,441.2172281155517,435.5705185548157,438.4286106688719,15808800
2024-07-23,441.4653015136719,444.9783753997072,439.7286166377608,440.5225176097392,13107100
2024-07-24,425.63665771484375,438.12095826115956,424.3366274271562,437.0987963490377,26805800
2024-07-25,415.216552734375,426.52980855641556,414.3333401430881,425.5374171635106,29943800
2024-07-26,422.0342712402344,425.6565240052853,414.0951402007918,415.0180872010169,23583800
2024-07-29,423.4831848144531,428.86192913835873,421.4686315229256,428.29625878283395,15125800
2024-07-30,419.7021789550781,425.7855127211385,414.18445497765873,424.4656455012434,32687600
2024-07-31,415.1669616699219,418.57085701348217,409.07366373993483,417.30059719182844,42891400
2024-08-01,413.9363708496094,424.20762810841023,409.9469682421122,417.58839429377997,30296400
2024-08-02,405.3819274902344,411.84240478431724,401.2635094994672,409.35149283755305,29437900
2024-08-05,392.1434326171875,397.9886321568055,382.6462402085907,386.20895177644206,40709200
2024-08-06,396.56951904296875,402.5834388839359,395.4679791086585,396.9565662320286,24946500
2024-08-07,395.39849853515625,406.95985229689995,394.44581127033643,405.53083654236127,20650900
2024-08-08,399.6260681152344,402.77193167950935,396.8969919508049,399.3779702821044,20203000
2024-08-09,402.93072509765625,404.945278327108,399.1993542150353,400.9558760021183,19276700
2024-08-12,403.7147216796875,405.6498969215895,401.16426864795665,403.9628195165785,16762900
2024-08-13,410.8599548339844,411.79280513110314,406.4537347921751,406.47357171655057,19414300
2024-08-14,413.6882629394531,414.54173528870035,409.3118435327495,411.64393908583247,18267000
2024-08-15,418.57965087890625,418.65917193819183,415.2292687595661,417.3567984201095,20752100
2024-08-16,416.0345153808594,418.88780719208,414.871311404525,418.15212368395106,22775600
2024-08-19,419.07672119140625,419.2954420190991,414.03622098500824,416.52167114516885,15234000
2024-08-20,422.3276672363281,423.3814956474892,419.18608502114756,419.2457333961214,16387600
2024-08-21,421.67156982421875,423.9183962597862,419.2656405890008,421.6118911043651,16067300
2024-08-22,413.13153076171875,424.30613578026436,412.1969990352219,421.8902550651885,19361900
2024-08-23,414.36431884765625,416.8199448280934,409.69166039420327,414.5532154876874,18493800
2024-08-26,411.08349609375,414.85144695028356,408.9460150702165,413.94673947074824,13152800
2024-08-27,411.43145751953125,411.9484202096587,407.8623548739229,410.4571501735566,13492900
2024-08-28,408.2103576660156,412.58474406521935,404.939496621488,412.46544730687265,14882700
2024-08-29,410.7156677246094,419.593688512659,408.21034485802835,412.5250827426797,17045200
2024-08-30,414.7122802734375,415.0602190186727,409.7314285183125,413.18123450252676,24308300
2024-09-03,407.0570983886719,417.43634095322227,404.66112073149435,415.47780496274754,20313600
2024-09-04,406.5202331542969,408.8466109265116,402.01659855552833,403.5476443909062,15135800
2024-09-05,406.01318359375,410.69576288507244,403.7663270914325,405.2476455783769,14195500
2024-09-06,399.36212158203125,408.2600144548305,398.4673353023376,406.6792718819864,19609500
2024-09-09,403.3587341308594,406.27167441765806,399.8095040440946,404.8698768958274,15295100
2024-09-10,411.7893981933594,413.9069762623546,405.327227721672,405.8243177579556,19594300
2024-09-11,420.57794189453125,421.52239474938517,407.19625641616165,413.08181573237965,19266900
2024-09-12,424.514892578125,424.8827343519594,417.30708702498356,420.84636566939764,17395700
2024-09-13,428.083984375,429.3167579290349,422.98383586069434,423.35167762504557,15874600
2024-09-16,428.8296203613281,431.0068771042965,425.72778345078893,428.09393683099876,13834700
2024-09-17,432.6174621582031,439.27848092894993,429.75421863095636,437.6679140298658,18874200
2024-09-18,428.302734375,433.4923558065776,427.9050683956392,432.46835149823806,18898000
2024-09-19,436.1368713378906,438.9305149970845,434.3572804602649,438.6620972919553,21706600
2024-09-20,432.7367858886719,436.6836823244085,431.69290886011487,434.6754493302442,55167100
2024-09-23,430.9870300292969,433.9198431554934,427.88519293448667,431.75253779309,15128900
2024-09-24,426.6722717285156,430.82793711748263,423.62013164821116,430.47996802683457,17015800
2024-09-25,429.59515380859375,430.599285430914,426.0757780554542,427.3284243659067,13396400
2024-09-26,428.7998046875,432.766573468399,426.6324994108163,432.5578041483432,14492000
2024-09-27,425.5289306640625,429.3366572153901,424.982143776937,429.0085608111411,14896100
2024-09-30,427.795654296875,427.91498138591425,422.89435403602215,425.71782167728367,16807300
2024-10-01,418.2416076660156,425.9862787507864,416.3725443176016,425.95645456288486,19092900
2024-10-02,414.7023620605469,420.3592494217051,414.2847930567838,420.12062555956777,16582300
2024-10-03,414.11578369140625,417.1082451347957,411.8788784861643,415.19943635003835,13686400
2024-10-04,413.6385498046875,417.30707662196244,412.55489718933603,415.80585503539044,19169700
2024-10-07,407.1565246582031,414.68244492002515,406.6196589116371,413.5789195776064,20919800
2024-10-08,412.29644775390625,413.24093104669487,405.7945313192391,408.5086237522523,19229300
2024-10-09,415.0303955078125,417.93341460570645,411.88878290651843,413.4397013585542,14974300
2024-10-10,413.41986083984375,414.92108254210694,410.74551386798254,412.81342552487126,13848400
2024-10-11,413.89703369140625,414.70231708134946,410.84489374484957,413.7180885691892,14144900
2024-10-14,416.7006530761719,421.5721293976272,415.09005586184196,415.3386008817118,16653100
2024-10-15,416.3029479980469,420.02120204810905,412.84322081195853,419.7229298265709,18900200
2024-10-16,413.69818115234375,413.93677464609624,408.0910216693982,412.7537283462629,15508900
2024-10-17,414.2947082519531,420.0410676802283,413.17127995027164,419.9018679111856,14820000
2024-10-18,415.7263488769531,417.2076674979936,413.8374127793913,414.7122961104646,17145300
2024-10-21,416.3427429199219,416.5216880571269,411.3420182082338,413.6982202013397,14206100
2024-10-22,425.0219421386719,428.07405197206367,415.6070554250592,416.0544182638452,25482200
2024-10-23,422.1288757324219,428.5711433507003,420.0709156477079,428.35242251551375,19654400
2024-10-24,422.25811767578125,423.5008427798279,419.94166109145596,422.85460145374896,13581600
2024-10-25,425.658203125,430.0027653012564,424.0874119188817,424.2763085648032,16899100
2024-10-28,424.1072998046875,429.4261695906152,423.81897907057987,429.1478003666399,14882400
2024-10-29,429.43609619140625,430.64899709836675,423.32186444879665,425.5090727531412,17644100
2024-10-30,430.0127258300781,435.9479823564893,429.5852356603292,434.8941538571239,29749100
2024-10-31,403.985107421875,413.73801220344217,403.9353802107126,412.94264988457604,53971000
2024-11-01,407.981689453125,413.0818383039077,405.12839737386855,406.6296190582037,24230400
2024-11-04,406.0827941894531,408.03140902561756,403.2096294840388,407.414991879503,19672300
2024-11-05,409.0653076171875,412.4852893556826,405.70497425343626,405.99329495800964,17626000
2024-11-06,417.73455810546875,418.00300613139274,408.1307753660983,410.01974169679755,26681800
2024-11-07,422.9540100097656,424.3657590257446,417.43632288625736,418.8281688837221,19901800
2024-11-08,420.0808410644531,424.0177855133015,419.32525452801985,422.8446603519728,16891400
2024-11-11,415.57720947265625,422.3376216288976,413.5788978774876,420.0609408352946,24503300
2024-11-12,420.5679931640625,421.969790701444,414.77193671429194,415.81581365023004,19401200
2024-11-13,422.7253723144531,426.8313104637277,415.7760330857976,419.1860937392156,21502200
2024-11-14,424.4055480957031,425.6780973820496,417.5556327945319,422.526533184943,30246900
2024-11-15,412.5847473144531,420.3393400677491,411.23267692258383,417.3767027455775,28247600
2024-11-18,413.34033203125,415.9649517435253,409.7016291897124,412.4554971706168,24727000
2024-11-19,415.3584899902344,415.5076109291685,409.154785870871,410.7057043157201,18133500
2024-11-20,413.0718688964844,414.86141123218795,408.19044109637775,414.4438422518667,19191700
2024-11-21,411.2887268066406,418.1722655525636,408.7186214344056,417.8933391524707,20780200
2024-11-22,415.40289306640625,415.80135498920845,409.48564079067086,409.79445106089474,24814600
2024-11-25,417.1860656738281,419.46727321033643,413.2611532266888,416.7776323033626,27691100
2024-11-26,426.350830078125,427.396826920373,417.24585120009374,417.98300734363517,23458900
2024-11-27,421.3699645996094,425.59374633298364,420.4036784238945,423.48184026594765,18332400
2024-11-29,421.83819580078125,423.25277076525435,416.1998692026867,418.4811073183322,16271900
2024-12-02,429.3293762207031,431.3416287639885,419.6963985253484,419.95541246483856,20207200
2024-12-03,429.5485534667969,430.8136785324232,426.10178307894205,428.19374634076934,18302000
2024-12-04,435.7447204589844,437.98610309109085,430.973057365549,431.3715193088951,26009400
2024-12-05,440.9248046875,442.9570002031869,434.4995257845279,436.2428234590915,21697800
2024-12-06,441.87115478515625,444.3914637865622,440.0780304611881,440.605999369761,18821000
2024-12-09,444.311767578125,446.61291802797285,438.8129196876974,440.904882933204,19144400
2024-12-10,441.6320495605469,447.89796761162455,439.9086948512907,442.6880177694449,18469500
2024-12-11,447.2704162597656,448.6252234428676,442.34933339299914,442.34933339299914,19200200
2024-12-12,447.83819580078125,454.4129240722559,447.389907127457,447.389907127457,20834800
2024-12-13,445.5569763183594,449.7010474581427,443.8734464678006,446.722508676707,20177800
2024-12-16,449.86041259765625,450.4481492573408,443.57458224663304,445.55695084461104,23598800
2024-12-17,452.7194519042969,453.5462901057899,447.84819595840975,449.2826833242326,22733500
2024-12-18,435.71484375,450.9163784238889,435.34623528561843,449.59148560028365,24444500
2024-12-19,435.356201171875,441.4826409757379,434.64892893973837,439.92861811038824,22963700
2024-12-20,434.9278869628906,442.04052591747404,426.98840977197597,431.4512325197303,64263700
2024-12-23,433.5830383300781,435.97384050264867,431.1722932989543,435.06732205874545,19152500
2024-12-24,437.64739990234375,437.91638528778583,432.52710135873434,432.98533109593694,7164500
2024-12-26,436.43206787109375,439.2512462781778,434.9577555797017,437.3983540840164,8194200
2024-12-27,428.881103515625,433.5531436249425,424.71711987555517,432.9355230391817,18117700
2024-12-30,423.2029113769531,425.91249514442245,420.2841404099869,424.42821148968693,13158700
