Datetime,Close,High,Low,Open,Volume,Ticker,Return,SMA_5,SMA_10,Volatility,Target
2025-05-07 16:00:00+00:00,272.90008544921875,273.3500061035156,272.4100036621094,273.1499938964844,1207413,TSLA,-0.0010612284109835501,273.33001708984375,274.3985076904297,0.004179859986765952,0
2025-05-07 16:15:00+00:00,272.7699890136719,273.88519287109375,272.25,272.93499755859375,1591286,TSLA,-0.00047671819278738425,273.1800170898438,274.08400573730466,0.004064142987360042,1
2025-05-07 16:30:00+00:00,274.3299865722656,274.389892578125,272.6401062011719,272.7799987792969,1284861,TSLA,0.005719095286965681,273.37701416015625,274.07700500488284,0.0042709369213919,1
2025-05-07 16:45:00+00:00,274.52630615234375,274.6700134277344,273.747314453125,274.2950134277344,1344695,TSLA,0.0007156329591639921,273.54327392578125,273.8836364746094,0.003390726175925875,1
2025-05-07 17:00:00+00:00,275.04998779296875,275.1099853515625,274.0,274.5,1263489,TSLA,0.0019075827302845738,273.91527099609374,273.7516357421875,0.003489954714509176,1
2025-05-07 17:15:00+00:00,275.3699951171875,275.57000732421875,274.54998779296875,274.9700012207031,1477580,TSLA,0.0011634515121652367,274.4092529296875,273.8696350097656,0.002336301168564293,0
2025-05-07 17:30:00+00:00,274.95001220703125,275.7362976074219,274.7500915527344,275.37030029296875,1194188,TSLA,-0.0015251585779253451,274.8452575683594,274.01263732910155,0.002226151481017539,0
2025-05-07 17:45:00+00:00,274.010009765625,275.989990234375,273.7200012207031,274.966796875,1925997,TSLA,-0.0034188121464727717,274.78126220703126,274.0791381835937,0.002539025919464449,0
2025-05-07 18:00:00+00:00,272.0199890136719,275.5,271.010009765625,274.010009765625,3976684,TSLA,-0.007262584143021944,274.2799987792969,273.91163635253906,0.003432343369517887,1
2025-05-07 18:15:00+00:00,273.4508056640625,273.6600036621094,271.05999755859375,271.9700012207031,2443947,TSLA,0.0052599687823629004,273.9601623535156,273.9377166748047,0.003857008525319598,1
2025-05-07 18:30:00+00:00,274.7300109863281,275.29998779296875,272.9100036621094,273.3900146484375,2546382,TSLA,0.004678008971884751,273.83216552734376,274.12070922851564,0.004084932944613661,1
2025-05-07 18:45:00+00:00,275.68890380859375,275.8599853515625,273.11260986328125,274.75,2747957,TSLA,0.003490309700141747,273.9799438476563,274.4126007080078,0.004152610592796012,0
2025-05-07 19:00:00+00:00,274.8800048828125,275.7099914550781,274.30999755859375,275.6700134277344,2236017,TSLA,-0.0029341004103047297,274.15394287109376,274.4676025390625,0.0039745874727027675,0
2025-05-07 19:15:00+00:00,273.1300048828125,274.9707946777344,272.9400939941406,274.7799987792969,1940530,TSLA,-0.006366414322300562,274.3759460449219,274.3279724121094,0.004473598214702815,1
2025-05-07 19:30:00+00:00,276.0899963378906,277.25,272.5000915527344,273.14990234375,3521600,TSLA,0.010837298730134393,274.9037841796875,274.4319732666016,0.0057241736065730174,1
2025-05-07 19:45:00+00:00,276.17999267578125,276.67999267578125,273.82000732421875,276.0199890136719,3863422,TSLA,0.00032596739861756596,275.19378051757815,274.5129730224609,0.0057177587475669076,1
2025-05-08 13:30:00+00:00,285.54998779296875,286.739990234375,279.4100036621094,279.6300048828125,11858931,TSLA,0.033927132180741726,277.16599731445314,275.5729705810547,0.011997231988969693,0
2025-05-08 13:45:00+00:00,284.1155090332031,286.20001220703125,282.590087890625,285.5400085449219,5682898,TSLA,-0.005023564423352944,279.0130981445312,276.5835205078125,0.012115467496882793,0
2025-05-08 14:00:00+00:00,280.27850341796875,285.39990234375,279.82000732421875,284.20001220703125,5552834,TSLA,-0.01350509033558589,280.4427978515625,277.4093719482422,0.01287942415026501,1
2025-05-08 14:15:00+00:00,281.8999938964844,282.135986328125,279.4800109863281,280.3492126464844,4961605,TSLA,0.005785283062174518,281.60479736328125,278.25429077148436,0.012890420227453087,1
2025-05-08 14:30:00+00:00,282.3699951171875,282.8999938964844,281.20001220703125,281.9200134277344,3355715,TSLA,0.0016672622592384112,282.8427978515625,279.01828918457034,0.01288518498285014,0
2025-05-08 14:45:00+00:00,281.2185974121094,283.7300109863281,280.6099853515625,282.4100036621094,3684653,TSLA,-0.004077620586423469,281.9765197753906,279.5712585449219,0.013062493412654808,1
2025-05-08 15:00:00+00:00,282.8799133300781,282.95001220703125,280.8800964355469,281.21990966796875,2408573,TSLA,0.005907560642350429,281.7294006347656,280.3712493896484,0.01298563250023322,1
2025-05-08 15:15:00+00:00,286.6700134277344,287.1199951171875,282.6400146484375,282.6734924316406,4692655,TSLA,0.013398265196842729,283.00770263671876,281.7252502441406,0.012914393238516862,1
2025-05-08 15:30:00+00:00,289.4849853515625,289.79998779296875,286.31109619140625,286.69000244140625,7058789,TSLA,0.00981955486089836,284.5247009277344,283.0647491455078,0.012866538243803845,0
